id,name,country,price,count
580,CrEK,"Palestinian Territory, Occupied",9911.25,809
581,kxYaiWJY,Saudi Arabia,4353.2,736
582,aSOnolEnvKa,Heard Island and Mcdonald Islands,8914.07,711
583,tazs,Saint Lucia,3382.46,784
584,CqkuRW,Cape Verde,477.71,816
585,DjnRH,Philippines,2271.22,639
586,K JABfVBR,Liechtenstein,8440.74,485
587,YfnzusqSWO,Venezuela,3649.15,896
588,OCaKJhO,Fiji,9290.13,324
589," tZyOVDta",Greece,5724.49,706
590,"PDpVkWGhn ",Isle of Man,8912.89,37
591,gFKudZX,Libyan Arab Jamahiriya,8324.21,434
592,TKzyUSSs,Pakistan,5353.12,1045
593,ZbSVr,Brunei Darussalam,8254.69,500
594,diuk,Indonesia,8013.01,231
595," WIHtl","Palestinian Territory, Occupied",647.06,557
596,UvLQMIchNSC,Kuwait,3916.66,1007
597,"rBJIDZt ",Western Sahara,2806.26,872
598,oYI,Lebanon,5741.39,98
599,Wdh,Australia,5083.2,319
600,H FYQm,Burkina Faso,1381.11,308
601,hbzFJigZN,Italy,5698.4,282
602,kmCe,Costa Rica,7596.12,952
603,yupsChOA,Japan,4996.58,473
604,KEYLA,Timor-Leste,5337.4,20
605,uKTU,Malaysia,6097.18,867
606,JHb qCnMAx,Cambodia,1755.26,150
607,grC,Dominican Republic,1666.24,891
608,UGmFRwX,Wallis and Futuna,2226.65,799
609,AOE,Turkmenistan,7621.8,1010
610,BMSsvKdN,Dominica,7344.62,362
611,ElcahxJ,Gambia,4716.2,755
612,GIRmVjqsEK,Paraguay,7393.15,919
613,zRrxMBk,Marshall Islands,4442.78,883
614,lGhipbtq,Bosnia and Herzegovina,2441.03,952
615,CJEA,Dominican Republic,353.22,449
616,RqPqZYoid,Qatar,760.43,61
617," DSapJ",Comoros,711.73,673
618,SeoKWMIl,Faroe Islands,9336.79,726
619,qKa,Tunisia,5478.68,666
620,HDWp,Hong Kong,4259.97,541
621,RLSGq Zes,Angola,6558.9,904
622,GFPdgYZy,Greece,3332.41,122
623,UEQYbsSvnFC,Cameroon,2873.19,763
624,xBvz,Monaco,7539.52,532
625,bOzaOx,Heard Island and Mcdonald Islands,1987.45,1030
626,RmhFA,Papua New Guinea,4553.07,402
627,tULhO,France,6910.35,485
628,bTQgAX,Trinidad and Tobago,9478.49,62
629,BiMAu,"Lao People""S Democratic Republic",6504.14,509
630,OLmiPE,Mauritania,4630.68,481
631,XCyivCwxMJM,Christmas Island,7370.96,131
632,ZdCfroaU,Hungary,3104.36,1087
633,THo,Oman,512.72,556
634,mTe,United States,989.85,152
635,hdinqqsRVM,French Polynesia,7065.91,212
636,ukgb,Dominican Republic,9853.91,861
637,bGldHLtoMqc,Zambia,4167.07,70
638,yCTBWivnG,Anguilla,3958.34,405
639,ltEBpvZjzj,Papua New Guinea,1113.15,211
640,dwiYelZ,Pitcairn,3883.54,596
641,rFo,Burkina Faso,3617.44,530
642,uPsFAlDuM,Latvia,1209.49,912
643,jTm,Kuwait,2143.79,943
644,CwzkRgEuNv,Guatemala,498.55,360
645,iFYkgdGn,Martinique,8363.1,314
646,MPu,Western Sahara,2941.45,1074
647,nhll,Bermuda,1682.13,311
648,RlGKx,Bahamas,7185.67,741
649,jgfqfERjbNC,"Palestinian Territory, Occupied",8975.92,224
650,WCpoa,Armenia,7032.51,753
651,KhLfkfQGGXh,Mauritania,4712.37,305
652,kmcWKND,Switzerland,4189.92,993
653,nIToLLYU,Macao,8260.12,80
654,BDaWra,"Tanzania, United Republic of",5695.03,384
655,rpDALlvkTR,RWANDA,685.81,92
656,nLFJdkIr,Kuwait,7503.37,105
657,WRdxo,Burkina Faso,8209.96,1070
658,ObPTKvjG,Cape Verde,8213.66,181
659,QEjqrAStrtvC,Cape Verde,1594.38,359
660,SgjTMoBWb,Ireland,1022.31,59
661,"Gl ",Tonga,4583.21,724
662,JaPdOxBIrI,Cape Verde,189.65,408
663,OheDhL S,El Salvador,4817.36,705
664,KnoKQx,Kyrgyzstan,8611.42,8
665,SVySYpv,India,956.37,745
666,RgfXvLdprzkZ,"Palestinian Territory, Occupied",8892.76,1066
667,mdfqfuKO,Reunion,8145.45,523
668,DUOl,Honduras,1051.11,570
669,fmacjJhj,"Micronesia, Federated States of",617.23,504
670,yTxcyF,Namibia,8742.26,176
671,XleDZPdfIA,Albania,8676.87,653
672,gFromVpA,Belgium,6724.23,510
673,DRzizUJXdwZp,Malawi,2053.04,75
674,NZxXGlR,Bermuda,5367.61,344
675,bfs,Viet Nam,9053.47,760
676,yqXoBe,Christmas Island,8347.82,790
677,jOxfBlQCqv,Kenya,2177.25,1045
678,eXVX,Belarus,2288.11,791
679,xUaZp MWRpt,Pakistan,2445.72,507
680,zXQyIHeSCAsS,Tonga,5944.03,765
681,YHmtSH,Colombia,886.38,589
682,bozoKLSDodA,Canada,3180.05,781
683,ozTnXn,France,160.08,1002
684,jbwYfA,Comoros,3941.08,24
685,oAHkohiIYEvB,Guadeloupe,8080.39,541
686,wautjK,Luxembourg,334.38,434
687,vecfsoF,Lebanon,9096.04,1000
688,ZUndkt,Honduras,2412.41,810
689,UQvjBf,Samoa,5144.45,1044
690,zMBMOxlS,Chile,2604.97,413
691,zhw,Greece,3056.12,139
692,ElL,Iceland,9961.96,963
693,VRU,Uruguay,426.62,413
694,YENWluD,Ireland,3850.28,361
695,eppmiJOmP,"Micronesia, Federated States of",5395.26,945
696,ngZEpVBy,Benin,7028.51,1023
697,PoOXdZlsnM,Bulgaria,8281.32,853
698,spDXmCAUuqGm,Kiribati,5428.34,145
699,JRqo,Hong Kong,1417.61,817
700,GdNERzS,Bangladesh,8477.89,1098
701,coOkDOs HwVE,United Arab Emirates,8528.52,168
702,JBMMGRkpR,Singapore,2264.3,847
703,llVzmx,Kyrgyzstan,2305.76,427
704,qMREXdpzZqX,Costa Rica,9202.62,956
705,guZdNCzAORwe,Turkmenistan,3743.14,986
706,ynOViv,Georgia,2298.15,524
707,dqcxSBIFYo,Finland,1671.95,130
708,vyLzWxf,Sierra Leone,8650.7,624
709," olHtZvodY",Saint Kitts and Nevis,3970.69,593
710,ZZjI,Luxembourg,6281.24,399
711,nEn,Guinea,6804.3,17
712,VzHtwU,Bahrain,9541.81,1053
713,dJLn,Jersey,7836.17,435
714,EkjKYlTWtZB,"Virgin Islands, British",6880.24,614
715,GDR,Mexico,1907.1,1043
716,zmQ,Albania,135.62,234
717,Ku AiK,"Moldova, Republic of",2914.91,480
718,ZBqNufZs,Brunei Darussalam,711.92,1090
719,dRuOcpDqC,Spain,7982.9,656
720,fHIoFN,Tonga,7777.87,837
721,UCaRuBKd,"Korea, Republic of",5496.64,339
722,goyPY N,Venezuela,9592.39,717
723,a mE,Czech Republic,7072.19,825
724,GOBWcQNpSk,Belize,9781.68,364
725,gAkmGfbuWWy,"Palestinian Territory, Occupied",8722.44,661
726,bnrXh,Nigeria,9291.76,9
727,sShCqhlLb,Japan,9212.35,625
728,SGFXXw,Solomon Islands,2437.31,908
729,stHBGUg,Syrian Arab Republic,7927.3,187
730,ZTOrVQ,Heard Island and Mcdonald Islands,7461.35,239
731,NKJXLNoXwtNR,French Polynesia,1049.38,599
732,cYXrV,Nigeria,9943.63,688
733,KulhkPWI,Angola,8226.63,118
734,KVUvShBHIj,Cuba,1652.89,873
735,shRZTbieJ A,Jersey,2322.02,924
736,xwqHpQf,Uzbekistan,2267.5,163
737,pgrw,Isle of Man,8944.75,109
738,tIwXT,Belarus,2768.38,300
739,ior,Bangladesh,2615.99,796
740,tdKuq,Montserrat,1621.8,461
741,MkZw,Mali,9810.61,615
742,XnUAqT,Japan,9376.55,155
743,UItoDzx,Norway,748.27,819
744," iKFOQis",United States,1455.73,252
745,tKC,China,6401.17,265
746,CBQEOP,Indonesia,6702.22,584
747,mzoBLUOUzQ,Slovakia,7439.05,665
748,CGGuOhEuU,South Georgia and the South Sandwich Islands,7102.04,888
749,GpQIj,Benin,774.24,335
750,zEQWOhzaJWUZ,Sweden,2406.77,521
751,zMJPfKuSFjZk,Djibouti,2825.25,419
752,EzjA,Switzerland,947.97,425
753,IJhgoSHB,Albania,7513.28,453
754,ezCiPkc,Mauritania,6053.68,800
755,DtzS,Northern Mariana Islands,6875.05,467
756,sBpL,Åland Islands,4779.74,1077
757,oKbaoxYqyWOy,Nigeria,6422.52,170
758,XrtwzE K,Kazakhstan,9635.64,687
759,djEl,Estonia,1087.24,400
760,nEPpYrDlkZU,Falkland Islands (Malvinas),6946.39,513
761,pYHs,Mozambique,4243.1,8
762,EldkR,Slovenia,1883.45,591
763,zKIGPD,Albania,2746.73,28
764,NUGBRDG,Hungary,4343.66,52
765,qxUeG,Belgium,1126.18,925
766,jwpX UmoYeS,Equatorial Guinea,6728.08,277
767,pvllVuqC d,Saint Vincent and the Grenadines,2817.5,405
768,XPCJ,Thailand,4249.83,378
769,BDflGsJsF,Mayotte,8893.78,648
770,IjcoXUoAwmYp,Angola,9686.97,609
771,Ggshkj,Turkey,7366.17,289
772,hPFgzdGgK,Mauritius,7599.28,311
773,HflZHy,Swaziland,7124.95,114
774,rNcuXCnz,Trinidad and Tobago,5894.4,104
775,LGkbwuLK,Venezuela,825.8,48
776,TSsTbjT,Falkland Islands (Malvinas),336.42,821
777,WaIT,Morocco,5002.07,534
778,aYWpy cQk,Switzerland,8043.14,1044
779,adyjUbndDm,Bolivia,7652.8,73
780,xJHFTpj,Serbia and Montenegro,4130.14,537
781,FZpNAK,Bosnia and Herzegovina,3405.35,818
782,pYa,Poland,7648.78,785
783,QEdZKlZqN E,"Congo, The Democratic Republic of the",1907.94,890
784,axhS,Tajikistan,6028.23,179
785,AchQL,Greenland,443.63,814
786,AYeUISaB,Uganda,1150.84,826
787,EOuStxKk,"Palestinian Territory, Occupied",923.43,131
788,IpIII,Switzerland,8283.89,613
789,pmFWKghNOMo,Singapore,5482.43,620
790,qAMqAMx,Belgium,4172.96,661
791,Qawys,Azerbaijan,8219.41,225
792,RyNRkdJPtXD,Somalia,7990.94,93
793,jTyNDqbjZEF,India,9209.27,895
794,NTy,Zimbabwe,6321.93,626
795,jRBzxIqzVCMa,Christmas Island,6456.44,856
796,VwBO,Madagascar,8477.14,494
797,AwMkRXpHnHWx,"Cote D""Ivoire",7405.79,914
798,qnukOFMHbn,Estonia,7690.54,1031
799,ZkTQxKV,Tunisia,745.43,270
800,hXZSsiVt,Heard Island and Mcdonald Islands,6543.11,884
801,dnC,Estonia,4402.39,630
802," xhnaIE",Saint Vincent and the Grenadines,4036.2,469
803,STQaOy,Mozambique,8495.53,107
804,xHXz v,Paraguay,2006.84,435
805,bhdsHYl,Northern Mariana Islands,2866.37,435
806,W Miw,"Taiwan, Province of China",5842.32,688
807,mHGfYMBZQ,Saint Pierre and Miquelon,1987.02,1082
808,TYNe,Solomon Islands,8421.54,997
809,gPuG,Togo,6178.84,1006
810,nymkScokH,Argentina,9793.83,482
811,NAtlxesrtKWh,Singapore,139.72,486
812,qpamWnJ HL,Zimbabwe,360.46,396
813,xQlfDhDo,Djibouti,3062.85,26
814,KQMISb,American Samoa,2780.15,287
815,Ly bPIjZzR,Martinique,6393.05,802
816,UlreBQDTcX,Belarus,1208.21,476
817,pbWI,Oman,404.92,983
818,tJT,Switzerland,8781.66,423
819,bkjNhWGj,Mauritania,8313.54,645
820,RtccP,Colombia,6271.94,586
821,WzFkR cyHXrw,Botswana,4454.94,154
822,JEXKcowrGmgJ,Israel,3838.81,132
823,HUeBgIGiA,Paraguay,1218.67,729
824,Tmqgr,Åland Islands,3587.86,35
825,vIBGOQIdpxM,Dominican Republic,9331.54,739
826,AAsB,"Lao People""S Democratic Republic",2390.12,814
827,KKTVwoiP,French Polynesia,4653.88,758
828,jXpA,Cameroon,3592.95,587
829,RCItO,Ethiopia,934.89,4
830,Y VgCEohj,Afghanistan,8556.76,1078
831,kxTZP,Bulgaria,4428.19,440
832,GoJIYc,Turkey,5330.22,458
833,TeZRSOkLv,Luxembourg,2662.97,446
834,LaQluY,Algeria,7004.37,1071
835,DxWADmGhs,Chile,5624.34,807
836,vlijm,Faroe Islands,3521.74,70
837,jSBLfRXKvS,Vanuatu,1944.75,953
838,NMdRr,Cape Verde,1075.41,492
839,q l,Kiribati,7786.11,804
840,fYLsMAjGQgz,Jordan,8222.38,705
841,OxhaO,Estonia,3516.85,1072
842,saPDJnTDh,Cocos (Keeling) Islands,1456.89,362
843,jp zc,"Taiwan, Province of China",1371.22,11
844,opu,Armenia,4265.67,1053
845,LYDouEk,Aruba,7530.19,473
846,JJjiuNOvEynj,Tunisia,5593.91,334
847,rTeLGUrKkzAQ,Niger,6021.9,543
848,jcYnnigwTg,Svalbard and Jan Mayen,6111.18,1086
849,UhzmUijzmMbD,Azerbaijan,2619.77,1059
850,m WINjRt,Argentina,3764.93,1060
851,PhKvziYYZD,Norway,5147.11,829
852,pPD,Saint Lucia,4512.27,147
853,sZknsBbdmwWI,Yemen,6073.3,403
854,namohkEPY,Åland Islands,5939.55,585
855,YreUFJF,Kuwait,5599.89,488
856,"EAhwU ",Afghanistan,6628.06,411
857,JZkDblbj,Colombia,7101.56,256
858,eNEXekHbkUh,Portugal,1578.12,682
859,x guW,Germany,3634.05,991
860,qcMKdyFNn,Mozambique,485.56,1094
861,GiRT,Tajikistan,8049.35,797
862,SQvYOKD,China,1438.04,720
863,GmnkpfYJxNyj,"Moldova, Republic of",6313.21,401
864,IoC,New Zealand,5308.69,1098
865,NRNoDllMj,Saint Vincent and the Grenadines,3205.6,108
866,beGMN,Martinique,3369.28,499
867,cJ KWVheaXnU,Finland,8898.46,97
868,yjkNVbkQR,Finland,96.19,863
869,mTvEouM,Pakistan,3068.81,63
870,lTJrUoDQSz,Bahamas,2066.18,82
871,KfmyEgKu,Peru,9375.32,739
872,SxNawzpusfvW,Turkmenistan,3158.92,688
873,vTSFONInD,Norfolk Island,5267.15,629
874,vWOZWVbNwpdq,Serbia and Montenegro,9106.19,1037
875,wuhLdMHOKd,Costa Rica,4974.29,579
876,wB rDGXEBHM,Iraq,1883.06,783
877,QOVS,Sierra Leone,4470.81,255
878,pClfj,Belgium,1886.32,279
879,FRIDDw,Dominica,4346.66,313
880,iqcIoDLEzeD,India,4666.46,584
881,Umvt,Brazil,3966.81,309
882,tIrKYii,Malaysia,3526.19,978
883,YixKI,Wallis and Futuna,1858.07,90
884,VqgxBFg iwKq,Bolivia,233.57,640
885,DEFfHrHq,United States Minor Outlying Islands,7793.97,160
886,uhE,Finland,989.15,469
887,fLKuSKUI,Pitcairn,7684.6,427
888,YhHjxc uC,Slovenia,4319.21,689
889,iXK,Antigua and Barbuda,1694.43,29
890,GsbXsBCj,Swaziland,2270.45,258
891,PitojZX,Vanuatu,8793.7,231
892,CJKQjEDUqflg,Chad,5383.81,797
893,PYyZ,Bangladesh,8202.6,259
894," cCJybFgjrbb",Guatemala,1484.05,143
895,MdG,Netherlands Antilles,3258.49,406
896,xOfcoiy,Turkey,9344.43,344
897,DvPxyett,Guinea,2710.15,1003
898,ikMUicmFtYp,Finland,9080.11,267
899,ErSE,Pitcairn,9879.2,625
900,fthKYO,Brazil,5501.29,957
901,RLIabVJLJxQd,Niue,6117.83,727
902," fdbwYpwVg",Jamaica,548.13,197
903,gcVmPZmxVQPn,"Korea, Democratic People""S Republic of",2068.34,912
904,TfbXdalb,"Palestinian Territory, Occupied",1075.61,160
905,YMBDmzEJAKrf,Cocos (Keeling) Islands,1298.77,845
906,ppENkmIo,Switzerland,2503.37,115
907,MPbiffmxc,Yemen,9382.26,996
908,eB J,Sudan,1539.67,751
909,MxpeTzECvXC,Malta,2957.73,324
910,URUmVqdr,Syrian Arab Republic,5498.01,84
911,OnvYOVBWajN,Spain,3443.12,46
912,DAMyCyaAnN,Paraguay,5723.82,784
913,GkClhYj,Denmark,3967.78,540
914,ttWgudOS,United States Minor Outlying Islands,9066.1,152
915,Afx,Anguilla,2931.9,743
916,fNJsvJC,Serbia and Montenegro,150.8,545
917,xBMfdpktac,Tunisia,2870.42,181
918,zoQLOAaiNM,Switzerland,2585.01,364
919,oxAWcHhxYC,Viet Nam,8936.85,371
920,kfnbyffXZfR,Pitcairn,1679.53,117
921,AFFXwmU,Bosnia and Herzegovina,1519.53,1057
922,QyPQcQRM,Tunisia,8922.65,60
923,bmUinDGqQJ,Latvia,2238.62,242
924,ULnl,Cayman Islands,4866.83,915
925,Y nogme,Madagascar,1053.83,712
926,eWqNmzN,Christmas Island,8016.48,300
927,TtpvlCEb,Niger,3551.75,819
928,kPDOuivJ,"Lao People""S Democratic Republic",3708.56,834
929,mzjxXzLxpQ,Ethiopia,9983.2,500
930,TfuPuYOLL,Mozambique,2357.61,484
931,ACTAnzeUabNB,Djibouti,4222.28,599
932,unbOQV,Estonia,5941.35,306
933,viJtiw,Gambia,7209.07,444
934,DCbLo,Saint Helena,7855.85,542
935,EdYu,Georgia,2603.71,869
936,DzQ,Cuba,8457.21,857
937,iaN LrSLHmDV,Panama,9312.48,657
938,kBcmJpu,Brunei Darussalam,6392.63,281
939,npxiNXzWV gH,Togo,5860.28,548
940,fDNp CEDRo,Nepal,8053.01,34
941,UDzVMdtAyX,Cameroon,1530.43,1055
942,cXiTb W,Azerbaijan,3128.73,517
943,Wzis,Nauru,1493.08,127
944,avYKJjBg,Western Sahara,8581.91,277
945,RCxJWP,Congo,7336.76,974
946,BtCXFHz,Papua New Guinea,9982.45,183
947,vlc,Gabon,790.82,633
948,wCgAXRhSqSH,Sudan,1835.66,631
949,qeinNNtIPn,Guadeloupe,184.06,144
950,OSfzI,Mozambique,8104.51,312
951,wfHOsP,Central African Republic,1119.24,194
952,RSf,Kazakhstan,9325.89,448
953,GUWNasqDZj,Norfolk Island,464.44,245
954,Rhf,Liechtenstein,7446.49,734
955,ISQQnSawqMt,Ghana,9006.2,514
956,EGufIUpCKXZ,Aruba,8952.65,766
957,QjhpWQ,South Georgia and the South Sandwich Islands,5199.49,786
958,lIMOiyteOmE,Libyan Arab Jamahiriya,1856.56,925
959,TJrR,Mali,7954.37,858
960,VFuGjjJp,Antarctica,4114.98,612
961,CPNTp,Sao Tome and Principe,7643.39,538
962,RiKa,Lesotho,5399.78,1025
963,Wwhn,Costa Rica,6511.24,1002
964,lJfFifOjNSs,South Georgia and the South Sandwich Islands,1617.52,735
965,Mlp,Equatorial Guinea,3130.05,183
966,IXojzOfbahv,Philippines,5634.35,790
967,qsKncuPRXy,Sri Lanka,338.17,26
968,IEevjx,"Tanzania, United Republic of",5603.44,569
969,DJoO,Guinea-Bissau,8524.79,825
970,QPbuR eE,Seychelles,3325.37,448
971,LwgPTWb,Netherlands Antilles,5791.66,982
972,VRD,Georgia,2774.06,973
973,cTXGGrZLWO,Liechtenstein,7513.21,651
974,CyPJJxtwcuU,Philippines,5940.51,359
975,EXy Z,Djibouti,8620.64,827
976,FkKCRB,Guernsey,7854.49,467
977,XLalbSk,Saudi Arabia,513.57,258
978,joGGf,Lebanon,325.56,980
979,UuQO,Cocos (Keeling) Islands,9394.67,153
980,Itl,Madagascar,212.9,227
981,EhlDZAp,Guinea-Bissau,9716.48,716
982,TUvu,Greece,3438.24,143
983,hnRJW,Czech Republic,7447.05,340
984,ruDbtfiDVYQ,Haiti,7110.07,159
985,qXXns,China,1693.71,404
986,eYPrn,Gambia,831.79,304
987,SMAx NuwE,Botswana,9777.92,251
988,AFi,Gabon,9471.4,965
989,ZInqHCogLs,Panama,7806.27,562
990,EPDxKRhrHw,Italy,3683.47,833
991,nCVPgHvlw,Philippines,8051.41,770
992,ksdVyj,Lebanon,5077.63,61
993,YabqUmFKyb,Gibraltar,8825.81,136
994,tahPZovwI,Svalbard and Jan Mayen,6119.49,218
995,ENYlV,Estonia,4755.48,255
996,AIpwWMJZ H,Oman,2440.06,625
997,kbWf,Cuba,7465.58,527
998,HGzM,Hungary,1949.42,112
999,dWRjXUCn,United Arab Emirates,4319.94,437
1000,JXXxDbt,Finland,4133.65,1018
1001,NfkLGZDuESRY,Norfolk Island,894.79,40
1002,hBmQkFrqvRiI,Anguilla,2411.05,932
1003,IazUvI,French Polynesia,9802.88,684
1004,XSoqmb,Botswana,253.95,825
1005,EkeJDdkV,Barbados,9081.3,529
1006,aNmSdc,Croatia,8334.73,321
1007,BlkMwrd Zmk,"Moldova, Republic of",1805.75,638
1008,nbDwCIHL,Panama,6597.32,514
1009,CYxCwsUQ,Antigua and Barbuda,4916.73,1012
1010,TyWcWytRlWMf,"Korea, Republic of",5234.46,475
1011,kaPgVTJtul,Lithuania,1303.01,277
1012,YOYZV,Christmas Island,1200.43,932
1013,BjaWgxO h,Cyprus,9091.9,664
1014,kkVj,Nicaragua,5817.77,448
1015,QgQmAtQa,Malaysia,1998.81,209
1016,kXi,Dominica,4807.55,884
1017,qqeasDGbSul,Saint Kitts and Nevis,9002.05,6
1018,jKhrDPC,"Korea, Republic of",8277.72,536
1019,ZtCvrVNxO,Comoros,2292.89,694
1020,jsZDln,New Zealand,2205.36,409
1021,QgWZwjL,Cayman Islands,7147.01,795
1022,PGRi,AndorrA,5213.72,732
1023,ONOjzI,Chad,8136.8,550
1024,NzyGQWIr GLL,Romania,6163.75,419
1025,WPgcPMm,Lithuania,6702.08,186
1026,wvhrJAZ,Panama,8000.6,433
1027,RGynyiwdi,Iraq,7117.3,285
1028,dvu KS,Madagascar,8597.31,622
1029,yvnz JeyeG,"Congo, The Democratic Republic of the",2368.21,148
1030,pwNIzrc rD,"Tanzania, United Republic of",6558.95,414
1031,rjrGcEOmmRp,Barbados,7338.42,139
1032,x CmvwDiuMEK,Martinique,4848.78,1018
1033,bxVc,Bhutan,6162.29,336
1034,eoducejocN,Guyana,7194.41,832
1035,ApjUHQPzcL,Pitcairn,8900.41,772
1036,xOchY,Guyana,849.23,22
1037,vtaa,Mayotte,6072.58,917
1038,eRlHGcc,Greenland,6315.61,617
1039,l oTnPDXh,Wallis and Futuna,3830.87,725
1040,hcyj MNXe,Wallis and Futuna,5429.73,502
1041,YHu,Nepal,1151.17,795
1042,WBWwIgvKpR,Bangladesh,9882.45,163
1043,TPHbKKQB,Bhutan,7914,796
1044,Lot,Germany,1361.88,732
1045,GIsciY,Mali,2780.73,660
1046,UDCbaEX,Cyprus,5584.76,764
1047,rUnJJBZw,Guyana,8479.7,707
1048,Apa,Tuvalu,1443.26,906
1049,voq,Norway,753.37,586
1050,rxkudTOUVz,Bouvet Island,1436.93,587
1051,enjTKdBJmbA,Togo,4321.59,147
1052,ZxwsIeW,Mali,5047.95,640
1053,zzXZKroUu,Sri Lanka,4721.95,705
1054,XhvYMtWr,Vanuatu,6093.42,783
1055,fTJKA,Mauritania,4776.63,1090
1056,biEZ,El Salvador,5634,607
1057,KUpA,Germany,4343.97,809
1058,TJPVUzkjat,Costa Rica,7063.01,814
1059,nhdRKi,Slovakia,6102.17,555
1060,AGaD,Nepal,2253.27,1060
1061,VIdzYJ,Ghana,8075.71,767
1062,OgHSk,Cameroon,5842.02,999
1063,OEiWHQLky,Mayotte,9259.63,897
1064,RAQm,Australia,6672.36,632
1065,INlYUjHh,Niue,1936.43,497
1066,rpqx,Slovenia,6406.21,523
1067,mtsOz,Guyana,2957.94,438
1068,FIHotYNTqmv,Faroe Islands,4175.83,905
1069,fokaSAvYdKv,Marshall Islands,9944.63,224
1070,h hz v,Belize,5414.77,654
1071,TuaE,Algeria,9412.98,717
1072,BBnbRd,Isle of Man,3275.46,788
1073,siingKKGna,Liechtenstein,2085.77,485
1074,LQCcEPhoW,Saint Lucia,8185.21,857
1075,"afxLFV ","Macedonia, The Former Yugoslav Republic of",3535.22,267
1076,QSeKKjTwVt,Reunion,8579.53,376
1077,KEahVIxsJ,Tokelau,206.1,1046
1078,VOcJ C,Afghanistan,9049.37,716
1079,bENlWrfAwi,Greece,9830.28,757
1080,wJPkcDH,United States,8102.89,865
1081,NAlp Tjcw,Pakistan,8766.04,327
1082,iQC,Angola,728.48,480
1083,XVYYWcgsih,"Cote D""Ivoire",6435.54,634
1084,KnLcgrWxXPk,Nicaragua,6900.9,184
1085,EfRoiNlO,Armenia,7195.36,745
1086,ooSFqaKFXU D,Luxembourg,7763.2,1021
1087,liQWSL,Bahrain,6383.36,404
1088,gED,Hong Kong,1456.16,171
1089,FJktxgIjZfuy,Namibia,3797.9,377
1090,"IHgzeqA ",Israel,5421.4,1008
1091,CXIH,Mexico,2815.17,322
1092,lSCEtxGeD,Ecuador,6652.94,159
1093,rByZzrF,Botswana,901.48,517
1094,HopH,Mozambique,7959.74,683
1095,uwoDZGzHYoGS,Algeria,5501.62,97
1096,ywkGS,Argentina,2753.71,599
1097,sx xwFS,Cyprus,6116.21,869
1098,PULLDeqqG,Morocco,7148.63,1090
